Project,Pull Number,Pull type,ID,Category,Diffs available,LOC Added,LOC Removed,Files changed,Files excluded,Files included,Mean complexity difference
spark,31721,review,589378403,Convention,No
airflow,11541,review,507190029,Readability,No
flink,439,comment,76031299,PoorOutput,No
spark,7046,summary,0,Readability,Yes,2,2,2,{'.md': 2},0,0
storm,2433,review,152902841,Duplicate,No
spark,1561,comment,50182962,NotSATD,No
spark,708,summary,0,PoorOutput,Yes,1,1,1,{},1,0
madlib,425,comment,519652224,MissingDocs,No
samza,347,review,180646742,PoorTesting,No
incubator-heron,81,review,51090091,DeadCode,No
incubator-mxnet,13145,description,0,MissingDocs,Yes,4,1,2,{'.md': 1},1,0
spark,29728,review,487921098,Readability,No
nifi-minifi-cpp,74,review,109758278,DeadCode,No
spark,25048,review,300427664,BugProne,No
beam,3936,review,142818337,PoorPerformance,No
flink,9890,review,335896695,Convention,No
cloudstack,1519,comment,215347296,PoorTesting,No
druid,2231,comment,173443345,ArchitecturalFlaw,No
arrow,9356,review,580411319,PoorPerformance,No
tvm,3531,review,305483155,PoorOutput,No
spark,6593,description,0,DeadDocs,Yes,17,36,4,"{'.xml': 1, '.sh': 3}",0,0
samza,103,review,109215517,PoorTesting,No
accumulo,484,review,188314105,DeadCode,No
accumulo,1995,review,607994959,PoorOutput,No
cloudstack,2699,review,194376281,MissingDocs,No
spark,5400,review,27923456,Convention,No
gobblin,104,comment,95396477,Convention,No
flink,1813,comment,229693884,MissingDocs,No
gobblin,2656,review,292076607,MissingDocs,No
kafka,4138,description,0,PoorTesting,Yes,21,10,3,{},3,0
spark,9193,review,42587435,Readability,No
beam,1230,comment,260433002,PoorTesting,No
beam,9730,review,331592994,BugProne,No
hbase,1077,review,368823636,MissingDocs,No
spark,29402,description,0,BugProne,Yes,2,0,1,{'.yml': 1},0,0
beam,6707,review,229053783,NotSATD,No
kafka,2492,review,100844023,DeadDocs,No
couchdb,3015,review,488882226,MissingDocs,No
arrow,5213,review,318643171,MissingDocs,No
flink,6076,review,190841926,Readability,No
apisix,2329,review,495666587,DeadCode,No
nifi,71,comment,130314880,BugProne,No
airflow,10346,summary,0,PoorOutput,Yes,3,3,1,{},0,0
kafka,8883,summary,0,PoorTesting,Yes,5,12,1,{},1,0
zookeeper,684,review,238789004,MissingDocs,No
flink,9363,description,0,ArchitecturalFlaw,Yes,507,575,87,"{'.out': 1, '.xml': 26}",21,6
kafka,6680,description,0,BugProne,Yes,392,323,28,{},27,44
spark,17130,review,104006906,NotSATD,No
trafficserver,7279,description,0,PoorOutput,Yes,1166,308,23,"{'.rst': 1, '.h': 4, '.am': 1}",11,-2
trafficserver,6001,comment,539771774,MissingDocs,No
arrow,7507,review,562065051,Convention,No
openwhisk,4031,review,255882825,PoorTesting,No
spark,11006,comment,178279347,Convention,No
zookeeper,1417,comment,665952705,Convention,No
spark,22960,review,231413853,DeadCode,No
thrift,1039,comment,238129818,PoorTesting,No
flink,12176,review,426165664,DeadCode,No
dubbo,4655,summary,0,Convention,Yes,67,34,19,{},19,0
apisix,336,summary,0,DeadCode,Yes,2,4,2,{'.conf': 1},0,0
bookkeeper,1059,description,0,Convention,Yes,1,0,1,{},1,0
trafficserver,3322,review,176559777,Readability,No
incubator-mxnet,10900,review,188720460,ArchitecturalFlaw,No
kafka,4691,description,0,PoorOutput,Yes,19,24,4,{},4,0
nifi,1036,review,81411506,PoorPerformance,No
cloudstack,1295,description,0,BugProne,Yes,5,6,1,{'.sh': 1},0,0
tajo,674,summary,0,DeadCode,Yes,2,69,2,{},2,12
nifi,1918,review,122836798,Readability,No
incubator-pinot,4387,review,300516190,MissingDocs,No
zookeeper,1328,summary,0,Readability,Yes,2,2,1,{'.txt': 1},0,0
incubator-heron,1893,description,0,Duplicate,Yes,252,371,7,{},5,14
beam,4080,review,150063020,DeadCode,No
phoenix,933,review,510479056,Convention,No
systemds,204,review,73768209,PoorOutput,No
carbondata,3769,description,0,NotSATD,Yes,179,77,25,"{'.xml': 3, '.thrift': 1}",18,-13
activemq-artemis,2427,review,232558150,ArchitecturalFlaw,No
parquet-mr,227,summary,0,DeadCode,Yes,21,10,2,{},2,-2
spark,22094,description,0,BugProne,Yes,158,47,3,{},3,-10
beam,92,review,58796896,PoorTesting,No
spark,224,comment,38748839,PoorPerformance,No
activemq-artemis,2241,comment,412575863,ArchitecturalFlaw,No
incubator-brooklyn,910,review,41485190,MissingDocs,No
spark,9432,comment,154740151,DeadCode,No
kafka,2143,review,94173222,PoorTesting,No
ignite,6420,review,273863106,Convention,No
kafka,9318,review,495932581,DeadCode,No
spark,15172,review,83513326,Convention,No
flink,11794,comment,619004787,PoorOutput,No
kafka,683,comment,167010840,ArchitecturalFlaw,No
airflow,13929,review,570530609,Convention,No
spark,9773,comment,157865029,PoorTesting,No
fineract,726,comment,596234596,BugProne,No
geode-native,288,review,185342808,Readability,No
spark,10152,review,46763785,MissingDocs,No
spark,22071,review,209714362,ArchitecturalFlaw,No
lucene-solr,1802,comment,683374849,NotSATD,No
flink,6170,review,195824665,Convention,No
ambari,1646,review,199117523,DeadCode,No
ignite,2941,summary,0,BugProne,Yes,1,1,1,{},1,0
spark,29104,review,459576703,MissingDocs,No
airflow,5847,comment,523869438,Convention,No
trafficserver,6609,review,419565115,Convention,No
beam,7237,comment,447180932,Convention,No
flink,10753,description,0,MissingDocs,Yes,627,712,1,{'.md': 1},0,0
accumulo,221,description,0,PoorOutput,Yes,218,863,38,"{'.md': 1, '.xml': 9, '.conf': 1, '.properties': 4, '.sh': 1, '.txt': 2}",12,7
druid,1265,review,27927153,Readability,No
kafka,9998,review,569278561,DeadCode,No
madlib,243,description,0,NotSATD,Yes,1502,597,12,"{'.hpp': 5, '.sql_in': 2, '.py_in': 2}",1,-12
kafka,3765,review,144588126,Convention,No
lucene-solr,133,summary,0,PoorPerformance,Yes,8,5,2,{},2,-1
lucene-solr,1303,review,387662567,DeadDocs,No
arrow,4542,review,293670228,PoorPerformance,No
drill,159,review,39804781,PoorTesting,No
kafka,5379,review,204563539,Convention,No
spark,9399,review,43590281,MissingDocs,No
nutch,484,comment,555061506,PoorTesting,No
drill,520,review,106658488,BugProne,No
spark,5434,comment,92291279,PoorOutput,No
beam,1706,review,95843283,Readability,No
beam,4185,review,153627791,MissingDocs,No
camel-quarkus,570,review,360695073,ArchitecturalFlaw,No
arrow,4258,comment,490781968,PoorPerformance,No
tinkerpop,141,review,44267313,Readability,No
nifi,4369,review,452304677,Readability,No
tinkerpop,1309,comment,677678867,Convention,No
gobblin,2788,review,351428413,Readability,No
incubator-pinot,4047,review,288787662,DeadDocs,No
spark,228,comment,39641216,NotSATD,No
airflow,12096,review,517611582,PoorPerformance,No
iceberg,1669,comment,718305151,PoorPerformance,No
spark,4214,review,25109930,MissingDocs,No
flink,13595,comment,719467007,PoorTesting,No
spark,28370,comment,628792196,BugProne,No
incubator-doris,5219,review,559096882,PoorOutput,No
tvm,4251,summary,0,PoorOutput,Yes,1,1,1,{},1,0
kafka,5221,comment,399157359,PoorPerformance,No
trafficcontrol,4959,review,470844261,ArchitecturalFlaw,No
spark,17459,review,118818160,Readability,No
hbase,809,review,344314816,PoorOutput,No
kafka,6234,comment,462503916,PoorTesting,No
spark,21356,review,189349209,DeadCode,No
carbondata,2878,summary,0,PoorOutput,Yes,169,167,72,{},72,0
flink,9082,review,340395215,PoorOutput,No
druid,7647,review,283550456,Readability,No
kafka,7984,review,372683286,ArchitecturalFlaw,No
druid,2806,review,59071300,Duplicate,No
spark,19495,review,144992379,Readability,No
airflow,1435,comment,215288030,PoorPerformance,No
beam,12241,review,454528596,MissingDocs,No
geode-native,615,review,443683084,Convention,No
ambari,2707,description,0,PoorTesting,Yes,186,132,3,{},3,-13
hudi,360,comment,377576044,NotSATD,No
tvm,1716,summary,0,MissingDocs,Yes,67,75,10,{},7,-2
druid,2683,comment,198480289,MissingDocs,No
spark,23260,comment,446345304,ArchitecturalFlaw,No
